"id","run_date","district_id","district_name","catch_daily","catch_cumulative","escapement_daily","escapement_cumulative","in_river_estimate","total_run","created_at"
"375","06-19-2025","egegik","Egegik","49464","183451","31176","37782","0","221233",""
"376","06-19-2025","naknek","Naknek-Kvichak","6893","34446","1950","2016","0","36462",""
"377","06-19-2025","nushagak","Nushagak","4337","19602","92307","485615","0","505217",""
"378","06-19-2025","togiak","Togiak","984","1787","0","0","0","1787",""
"379","06-20-2025","ugashik","Ugashik","31892","126201","0","0","0","126201",""
"380","06-20-2025","egegik","Egegik","0","183451","16392","54174","0","237625",""
"381","06-20-2025","naknek","Naknek-Kvichak","2234","36680","858","2874","0","39554",""
"382","06-20-2025","nushagak","Nushagak","5775","25377","85237","570852","0","596229",""
"383","06-20-2025","togiak","Togiak","0","1787","0","0","0","1787",""
"384","06-21-2025","ugashik","Ugashik","0","126201","0","0","0","126201",""
"385","06-21-2025","egegik","Egegik","0","183451","22728","76902","50000","310353",""
"386","06-21-2025","naknek","Naknek-Kvichak","0","36680","1032","3906","0","40586",""
"387","06-21-2025","nushagak","Nushagak","10720","36097","493733","1064585","0","1100682",""
"388","06-21-2025","togiak","Togiak","0","1787","0","0","0","1787",""
"389","06-22-2025","ugashik","Ugashik","0","126201","0","0","0","126201",""
"390","06-22-2025","egegik","Egegik","47321","230772","33012","109914","40000","380686",""
"391","06-22-2025","naknek","Naknek-Kvichak","0","36680","7494","11400","0","48080",""
"392","06-22-2025","nushagak","Nushagak","300077","336174","786434","1851019","0","2187193",""
"393","06-22-2025","togiak","Togiak","0","1787","0","0","0","1787",""
"394","06-23-2025","ugashik","Ugashik","160759","286960","0","0","0","286960",""
"395","06-23-2025","egegik","Egegik","44865","275637","8700","118614","25000","419251",""
"396","06-23-2025","naknek","Naknek-Kvichak","0","36680","47796","59196","0","95876",""
"397","06-23-2025","nushagak","Nushagak","344189","680363","434227","2285246","0","2965609",""
"398","06-23-2025","togiak","Togiak","2498","4285","0","0","0","4285",""
"399","06-24-2025","ugashik","Ugashik","171252","458212","0","0","0","458212",""
"400","06-24-2025","egegik","Egegik","93163","368800","7746","126360","30000","525160",""
"401","06-24-2025","naknek","Naknek-Kvichak","0","36680","18870","78066","0","114746",""
"402","06-24-2025","nushagak","Nushagak","619565","1299928","218173","2503419","0","3803347",""
"403","06-24-2025","togiak","Togiak","1927","6212","0","0","0","6212",""
"404","06-25-2025","ugashik","Ugashik","116758","574970","0","0","0","574970",""
"405","06-25-2025","egegik","Egegik","114151","482951","9090","135450","80000","698401",""
"406","06-25-2025","naknek","Naknek-Kvichak","0","36680","18420","96486","10000","143166",""
"407","06-25-2025","nushagak","Nushagak","1225306","2525234","214690","2718109","0","5243343",""
"408","06-25-2025","togiak","Togiak","2654","8866","0","0","0","8866",""
"409","06-26-2025","ugashik","Ugashik","0","574970","0","0","0","574970",""
"410","06-26-2025","egegik","Egegik","256939","739890","18498","153948","100000","993838",""
"411","06-26-2025","naknek","Naknek-Kvichak","276947","313627","20874","117360","30000","460987",""
"412","06-26-2025","nushagak","Nushagak","407731","2932965","340471","3058580","0","5991545",""
"413","06-26-2025","togiak","Togiak","3611","12477","0","0","0","12477",""
"414","06-27-2025","ugashik","Ugashik","0","574970","5460","5460","0","580430",""
"415","06-27-2025","egegik","Egegik","336239","1076129","59616","213564","120000","1409693",""
"416","06-27-2025","naknek","Naknek-Kvichak","178070","491697","47304","164664","30000","686361",""
"417","06-27-2025","nushagak","Nushagak","697682","3630647","324094","3382674","0","7013321",""
"418","06-27-2025","togiak","Togiak","1761","14238","0","0","0","14238",""
"419","06-28-2025","ugashik","Ugashik","287537","862507","11064","16524","0","879031",""
"420","06-28-2025","egegik","Egegik","319347","1395476","95220","308784","100000","1804260",""
"421","06-28-2025","naknek","Naknek-Kvichak","403588","895285","24738","189402","100000","1184687",""
"422","06-28-2025","nushagak","Nushagak","807234","4437881","143572","3526246","0","7964127",""
"423","06-28-2025","togiak","Togiak","161","14399","0","0","0","14399",""
"424","06-29-2025","ugashik","Ugashik","191908","1054415","17238","33762","50000","1138177",""
"425","06-29-2025","egegik","Egegik","393773","1789249","69846","378630","80000","2247879",""
"426","06-29-2025","naknek","Naknek-Kvichak","360594","1255879","40314","229716","500000","1985595",""
"427","06-29-2025","nushagak","Nushagak","1481017","5918898","111827","3638073","0","9556971",""
"428","06-29-2025","togiak","Togiak","0","14399","0","0","0","14399",""
"429","06-30-2025","ugashik","Ugashik","153932","1208347","22956","56718","80000","1345065",""
"430","06-30-2025","egegik","Egegik","601285","2390534","75300","453930","120000","2964464",""
"431","06-30-2025","naknek","Naknek-Kvichak","625777","1881656","339192","568908","1200000","3650564",""
"432","06-30-2025","nushagak","Nushagak","987853","6906751","142293","3780366","0","10687117",""
"433","06-30-2025","togiak","Togiak","2756","17155","0","0","0","17155",""
"434","07-01-2025","ugashik","Ugashik","127346","1335693","6894","63612","80000","1479305",""
"435","07-01-2025","egegik","Egegik","340114","2730648","92898","546828","100000","3377476",""
"436","07-01-2025","naknek","Naknek-Kvichak","467932","2349588","557880","1126788","1200000","4676376",""
"437","07-01-2025","nushagak","Nushagak","1258306","8165057","241983","4022349","0","12187406",""
"438","07-01-2025","togiak","Togiak","11975","29130","0","0","0","29130",""
"439","07-02-2025","ugashik","Ugashik","185090","1520783","36462","100074","100000","1720857",""
"440","07-02-2025","egegik","Egegik","401257","3131905","108348","655176","50000","3837081",""
"441","07-02-2025","naknek","Naknek-Kvichak","529931","2879519","661722","1788510","1000000","5668029",""
"442","07-02-2025","nushagak","Nushagak","922966","9088023","221637","4243986","0","13332009",""
"443","07-02-2025","togiak","Togiak","18056","47186","0","0","0","47186",""
"444","07-03-2025","ugashik","Ugashik","231863","1752646","40932","141006","100000","1993652",""
"445","07-03-2025","egegik","Egegik","434384","3566289","57564","712740","100000","4379029",""
"446","07-03-2025","naknek","Naknek-Kvichak","418831","3298350","722214","2510724","800000","6609074",""
"447","07-03-2025","nushagak","Nushagak","407877","9495900","280564","4524550","0","14020450",""
"448","07-03-2025","togiak","Togiak","12030","59216","0","0","0","59216",""
"449","07-04-2025","ugashik","Ugashik","243124","1995770","27900","168906","100000","2264676",""
"450","07-04-2025","egegik","Egegik","340751","3907040","73002","785742","150000","4842782",""
"451","07-04-2025","naknek","Naknek-Kvichak","621419","3919769","606210","3116934","400000","7436703",""
"452","07-04-2025","nushagak","Nushagak","870842","10366742","209417","4733967","0","15100709",""
"453","07-04-2025","togiak","Togiak","6737","65953","0","0","0","65953",""
"454","07-05-2025","ugashik","Ugashik","291168","2286938","35514","204420","100000","2591358",""
"455","07-05-2025","egegik","Egegik","353043","4260083","49158","834900","100000","5194983",""
"456","07-05-2025","naknek","Naknek-Kvichak","918773","4838542","422094","3539028","800000","9177570",""
"457","07-05-2025","nushagak","Nushagak","971439","11338181","196509","4930476","0","16268657",""
"458","07-05-2025","togiak","Togiak","10149","76102","2904","2904","0","79006",""
"459","07-06-2025","ugashik","Ugashik","252489","2539427","44700","249120","200000","2988547",""
"460","07-06-2025","egegik","Egegik","290903","4550986","70800","905700","150000","5606686",""
"461","07-06-2025","naknek","Naknek-Kvichak","426749","5265291","233148","3772176","500000","9537467",""
"462","07-06-2025","nushagak","Nushagak","502309","11840490","227939","5158415","0","16998905",""
"463","07-06-2025","togiak","Togiak","7542","83644","3792","6696","0","90340",""
"464","07-07-2025","ugashik","Ugashik","321914","2861341","46260","295380","300000","3456721",""
"465","07-07-2025","egegik","Egegik","391330","4942316","136536","1042236","100000","6084552",""
"466","07-07-2025","naknek","Naknek-Kvichak","1163921","6429212","321516","4093692","400000","10922904",""
"467","07-07-2025","nushagak","Nushagak","630817","12471307","203004","5361419","0","17832726",""
"468","07-07-2025","togiak","Togiak","17386","101030","6546","13242","0","114272",""
"469","07-08-2025","ugashik","Ugashik","285454","3146795","158670","454050","500000","4100845",""
"470","07-08-2025","egegik","Egegik","379216","5321532","110562","1152798","100000","6574330",""
"471","07-08-2025","naknek","Naknek-Kvichak","1018798","7448010","297132","4390824","800000","12638834",""
"472","07-08-2025","nushagak","Nushagak","928883","13400190","210489","5571908","0","18972098",""
"473","07-08-2025","togiak","Togiak","25507","126537","3312","16554","0","143091",""
"474","07-09-2025","ugashik","Ugashik","233908","3380703","105336","559386","450000","4390089",""
"475","07-09-2025","egegik","Egegik","305796","5627328","50232","1203030","50000","6880358",""
"476","07-09-2025","naknek","Naknek-Kvichak","715718","8163728","347622","4738446","400000","13302174",""
"477","07-09-2025","nushagak","Nushagak","737872","14138062","252153","5824061","0","19962123",""
"478","07-09-2025","togiak","Togiak","24459","150996","4758","21312","0","172308",""
"479","07-10-2025","ugashik","Ugashik","196330","3577033","113874","673260","500000","4750293",""
"480","07-10-2025","egegik","Egegik","274803","5902131","36060","1239090","0","7141221",""
"481","07-10-2025","naknek","Naknek-Kvichak","335675","8499403","295776","5034222","300000","13833625",""
"482","07-10-2025","nushagak","Nushagak","339736","14477798","144375","5968436","0","20446234",""
"483","07-10-2025","togiak","Togiak","18534","169530","7530","28842","0","198372",""
"484","07-11-2025","ugashik","Ugashik","313092","3890125","54564","727824","200000","4817949",""
"485","07-11-2025","egegik","Egegik","290231","6192362","20880","1259970","0","7452332",""
"486","07-11-2025","naknek","Naknek-Kvichak","585607","9085010","236808","5271030","250000","14606040",""
"487","07-11-2025","nushagak","Nushagak","264680","14742478","129100","6097536","0","20840014",""
"488","07-11-2025","togiak","Togiak","18425","187955","7314","36156","0","224111",""
"489","07-12-2025","ugashik","Ugashik","199061","4089186","63666","791490","150000","5030676",""
"490","07-12-2025","egegik","Egegik","204774","6397136","29592","1289562","0","7686698",""
"491","07-12-2025","naknek","Naknek-Kvichak","667641","9752651","165114","5436144","200000","15388795",""
"492","07-12-2025","nushagak","Nushagak","303775","15046253","87983","6185519","0","21231772",""
"493","07-12-2025","togiak","Togiak","15216","203171","5814","41970","0","245141",""
"494","07-13-2025","ugashik","Ugashik","129176","4218362","35154","826644","120000","5165006",""
"495","07-13-2025","egegik","Egegik","177680","6574816","11730","1301292","0","7876108",""
"496","07-13-2025","naknek","Naknek-Kvichak","418123","10170774","128244","5564388","100000","15835162",""
"497","07-13-2025","nushagak","Nushagak","271827","15318080","60860","6246379","0","21564459",""
"498","07-13-2025","togiak","Togiak","15059","218230","7872","49842","0","268072",""
"499","07-14-2025","ugashik","Ugashik","146893","4365255","29268","855912","100000","5321167",""
"500","07-14-2025","egegik","Egegik","174944","6749760","17430","1318722","0","8068482",""
"501","07-14-2025","naknek","Naknek-Kvichak","460231","10631005","114420","5678808","80000","16389813",""
"502","07-14-2025","nushagak","Nushagak","213994","15532074","58432","6304811","0","21836885",""
"503","07-14-2025","togiak","Togiak","23042","241272","10428","60270","0","301542",""
"504","07-15-2025","ugashik","Ugashik","129118","4494373","28770","884682","80000","5459055",""
"505","07-15-2025","egegik","Egegik","108318","6858078","28722","1347444","0","8205522",""
"506","07-15-2025","naknek","Naknek-Kvichak","173571","10804576","78126","5756934","60000","16621510",""
"507","07-15-2025","nushagak","Nushagak","167453","15699527","45152","6349963","0","22049490",""
"508","07-15-2025","togiak","Togiak","20517","261789","7668","67938","0","329727",""
"509","07-16-2025","ugashik","Ugashik","78648","4573021","24420","909102","40000","5522123",""
"510","07-16-2025","egegik","Egegik","81416","6939494","10842","1358286","0","8297780",""
"511","07-16-2025","naknek","Naknek-Kvichak","66277","10870853","64020","5820954","0","16691807",""
"512","07-16-2025","nushagak","Nushagak","99997","15799524","31249","6381212","0","22180736",""
"513","07-16-2025","togiak","Togiak","16826","278615","8334","76272","0","354887",""
"514","07-17-2025","ugashik","Ugashik","59419","4632440","17916","927018","0","5559458",""
"515","07-17-2025","egegik","Egegik","96041","7035535","8334","1366620","0","8402155",""
"516","07-17-2025","naknek","Naknek-Kvichak","356819","11227672","71784","5892738","0","17120410",""
"517","07-17-2025","nushagak","Nushagak","88079","15887603","28530","6409742","0","22297345",""
"518","07-17-2025","togiak","Togiak","17019","295634","8160","84432","0","380066",""
"519","07-20-2025","ugashik","Ugashik","11269","4782662","7644","961062","0","5743724",""
"520","07-20-2025","egegik","Egegik","18775","7218551","2748","1375464","0","8594015",""
"521","07-20-2025","naknek","Naknek-Kvichak","72932","11438105","14052","6019416","0","17457521",""
"522","07-20-2025","nushagak","Nushagak","34344","16034545","19840","6485462","0","22520007",""
"523","07-20-2025","togiak","Togiak","2958","331848","9174","109254","0","441102",""
"524","07-22-2025","ugashik","Ugashik","48059","4885235","9150","979632","0","5864867",""
"525","07-22-2025","egegik","Egegik","53870","7350006","4152","1381062","0","8731068",""
"526","07-22-2025","naknek","Naknek-Kvichak","61110","11627141","52332","6086004","0","17713145",""
"527","07-22-2025","nushagak","Nushagak","18897","16072844","24723","6534093","0","22606937",""
"528","07-22-2025","togiak","Togiak","15697","359744","10368","128244","0","487988",""
"529","07-24-2025","ugashik","Ugashik","17505","4929964","10992","1000518","0","5930482",""
"530","07-24-2025","egegik","Egegik","37197","7435160","0","1382106","0","8817266",""
"531","07-24-2025","naknek","Naknek-Kvichak","26359","11707772","11202","6137772","0","17845544",""
"532","07-24-2025","nushagak","Nushagak","7278","16086498","13245","6563008","0","22649506",""
"533","07-24-2025","togiak","Togiak","23362","403311","16776","161196","0","564507",""
"534","07-12-2023","ugashik","Ugashik","0","741260","110418","258440","200000","1199700",""
"535","07-12-2023","egegik","Egegik","216610","7701259","52854","873300","0","8574559",""
"536","07-12-2023","naknek","Naknek-Kvichak","153938","6482977","543684","3436212","800000","10719189",""
"537","07-12-2023","nushagak","Nushagak","99640","9534815","179859","4357463","0","13892278",""
"538","07-12-2023","togiak","Togiak","11897","88156","4818","37944","0","126100",""
